&oelig;uvre-	ph:õvr	ph:oeuvre
&oelig;uvre-rel	ph:õvrrel	ph:oeuvrerel
&oelig;uvre-ré	ph:õvrré	ph:oeuvreré
&oelig;uvre	ph:õvr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
magburok	hy:3
magdarálás	hy:3
magfúró	hy:3
magház	hy:3
magházak	hy:3
magkereskedés	hy:3
maglen	hy:3
magnéziumoxid	hy:9
magrügy	hy:3
magtok	hy:3
magtár	hy:3
magtárak	hy:3
magtörõ	hy:3
magyarbors	hy:6
magyardolgozat	hy:6
magyarigazolvány	hy:6
magyarkérdés	hy:6
magyartanár	hy:6
magyartanítás	hy:6
magyaróra	hy:6
magánalkalmazott	hy:5
magánbirtok	hy:5
magánegyetem	hy:5
magánember	hy:5
magánerõ	hy:5
magánfelek	hy:5
magánfél	hy:5
magángyónás	hy:5
magángyûjtemény	hy:5
magángyûjtõ	hy:5
magánhangzó	hy:5
magánház	hy:5
magánházak	hy:5
magánindítvány	hy:5
magániskola	hy:5
magánjog	hy:5
magánjáték	hy:5
magánkiadás	hy:5
magánkihallgatás	hy:5
magánklinika	hy:5
magánkápolna	hy:5
magánlevelek	hy:5
magánlevelezés	hy:5
magánlevél	hy:5
magánmunka	hy:5
magánnyomozó	hy:magán|nyomozó
magánnyugdíj	hy:magán||nyug|díj
magánnyugdíjak	hy:magán||nyug|díj
magánorvos	hy:5
magánstúdió	hy:5
magánszereplés	hy:5
magánszféra	hy:5
magánszoba	hy:5
magántanulás	hy:5
magántanítás	hy:5
magántermelõ	hy:5
magántitkok	hy:5
magántitok	hy:5
magántulajdon	hy:5
magántulajdonos	hy:5
magántáncos	hy:5
magánutak	hy:5
magánvagyon	hy:5
magánvád	hy:5
magánvádak	hy:5
magánvállalat	hy:5
magánvélemény	hy:5
magánélet	hy:5
magánérdek	hy:5
magánóra	hy:5
magánút	hy:5
magánügy	hy:5
magömlés	hy:3
maharadzsa	ph:maharaja
maine-i	ph:méjni
makadámutak	hy:7
makadámút	hy:7
malacbõr	hy:5
malachit	hy:5
malacság	hy:malac-ság
malacsült	hy:ma-lac|sült
malomgát	hy:5
malomgátak	hy:5
malomhajtó	hy:5
malomkõ	hy:5
malomkövek	hy:5
malteroskanalak	hy:8
malteroskanál	hy:8
maláriaterjesztõ	hy:7
malátacsíráztató	hy:6
manche-i	ph:mansi
mandulagyulladás	hy:7
manet-i	ph:manéi
manzárdablak	hy:7
maradékgerinc	hy:7
marhacomb	hy:5
marhafaj	hy:5
marhahús	hy:5
marhanyelv	hy:5
marhaszegy	hy:5
marhaszállító	hy:5
marhasült	hy:5
marhatarja	hy:5
marhavész	hy:5
markolattüske	hy:8
marseille-i	ph:marszeji
marslakó	hy:4
matchbox	ph:mecsboksz
maupassant-i	ph:mópaszani
mebibyte-	ph:mebibájt
mebibyte-os	ph:mebibájtos
mebibyte-tal	ph:mebibájttal
mebibyte-tá	ph:mebibájttá
mebibyte	ph:mebibájt
meccs	ph:match
meccslabda	hy:5
medvebõr	hy:5
megabyte-	ph:megabájt
megabyte-os	ph:megabájtos
megabyte-tal	ph:megabájttal
megabyte-tá	ph:megabájttá
megabyte	ph:megabájt
megbízólevelek	hy:7
megbízólevél	hy:7
megfélemlítés	hy:3
meggyalázottság	hy:meg|gya-lá-zott-ság
meggyalázás	hy:meg|gya-lá-zás
meggyilkolás	hy:meg|gyil-ko-lás
meggyulladás	hy:meg|gyul-la-dás
meggyógyult	hy:meg|gyógyult
meggyógyulás	hy:meg|gyó-gyu-lás
meggyõzés	hy:meg|gyõ-zés
meggyõzõ	hy:meg|gyõ-zõ
meggyõzõdés	hy:meg|gyõ-zõ-dés
meggyõzõdött	hy:meg|gyõzõdött
meggyökeredzett	hy:meg|gyökeredzett
meggyötrés	hy:meg|gyöt-rés
meggyújtás	hy:meg|gyúj-tás
megkülönböztethetetlen	ph:megkülönbözhetetlen
meglepetésszerû	hy:meglepetés|szerû
megtárgyalnivaló	hy:12
megvilágításmérõ	hy:12
megállóhely	hy:7
melbourne-i	ph:melbörni
melegburkoló	hy:5
melegfelvonulás	hy:5
melegfesztivál	hy:5
melegház	hy:5
melegházak	hy:5
melegházasság	hy:5
melegrekord	hy:5
melegágy	hy:5
melegágyak	hy:5
melegítõalsó	hy:8
melegítõfelsõ	hy:8
melegítõfölsõ	hy:8
melegítõszekrény	hy:8
mellbimbó	hy:4
mellbõség	hy:4
mellcsokor	hy:4
mellcsokrok	hy:4
mellcsont	hy:4
melldísz	hy:4
mellfurdancs	hy:4
mellhártya	hy:4
mellitsav	hy:6
mellitsavak	hy:6
mellkas	hy:4
mellszobor	hy:4
mellszobrok	hy:4
melltartó	hy:4
melltû	hy:4
mellvért	hy:4
mellébeszélés	hy:5
melléfogás	hy:5
mellékalak	hy:6
mellékbolygó	hy:6
mellékcselekmény	hy:6
mellékesemény	hy:6
mellékfoglalkozás	hy:6
mellékfogás	hy:6
mellékfolyó	hy:6
mellékhelyiség	hy:6
mellékkráter	hy:6
mellékkörülmény	hy:6
mellékmondat	hy:6
melléknap	hy:6
melléknevek	hy:6
melléknév	hy:6
mellékoltár	hy:6
mellékoltárak	hy:6
mellékszerzõdés	hy:6
melléktenger	hy:6
melléktermék	hy:6
mellékutak	hy:6
mellékutca	hy:6
mellékvonal	hy:6
mellékvonalak	hy:6
mellékág	hy:6
mellékágak	hy:6
melléképület	hy:6
mellékértelem	hy:6
mellékértelmek	hy:6
mellékíz	hy:6
mellékösvény	hy:6
mellékút	hy:6
mellényzseb	hy:7
mellüreg	hy:4
menedzser	ph:manager
menedzsment	ph:management
menedékhely	hy:7
menedékház	hy:7
menedékházak	hy:7
menedékjog	hy:7
menedéklevelek	hy:7
menedéklevél	hy:7
menekülthullám	hy:8
menekültstátus	hy:8
menekültáradat	hy:8
menetfúró	hy:5
menetgyakorlat	hy:5
menetirány	hy:5
menetjegy	hy:5
menetparancs	hy:5
menetrend	hy:5
menetsebesség	hy:5
menetvágó	hy:5
mennybemenetel	hy:7
mennybolt	hy:5
mennydörgés	hy:5
mennyiségtan	hy:9
mennykõ	hy:5
mennykövek	hy:5
mennyország	hy:5
mentacukorka	hy:5
mentezsinór	hy:5
mentsvár	hy:5
mentsvárak	hy:5
mentõcsónak	hy:5
mentõkocsi	hy:5
mentõkötelek	hy:5
mentõkötél	hy:5
mentõosztag	hy:5
mentõzubbony	hy:5
mentõöv	hy:5
menyasszony	hy:4
menyhal	hy:4
menyhalak	hy:4
merlot-	ph:merló
merlot-s	ph:merlós
merlot-val	ph:merlóval
merlot-vá	ph:merlóvá
merlot	ph:merló
merítõkanalak	hy:6
merítõkanál	hy:6
merõedény	hy:4
merõkanalak	hy:4
merõkanál	hy:4
mesealak	hy:4
mesebeszéd	hy:4
mesevilág	hy:4
mesterfogás	hy:6
mestergerenda	hy:6
mestermû	hy:6
mestermûvek	hy:6
meszesgödrök	hy:6
meszesgödör	hy:6
meséskönyv	hy:5
meteorkõ	hy:6
meteorkövek	hy:6
metszetvágó	hy:7
metszõfog	hy:6
metszõfogak	hy:6
metszõpont	hy:6
metszõvonal	hy:6
metszõvonalak	hy:6
metángáz	hy:5
metélõhagyma	hy:6
mezsgye	ph:mesdzse	ph:mezsdje
mezõgazdaság	hy:4
mezõváros	hy:4
mezõõr	hy:4
miegymás	hy:2
mikrobarázda	hy:5
mikrobiológia	hy:5
mikrobiológus	hy:5
mikrobusz	hy:5
mikrocönológia	hy:5
mikrocönológus	hy:5
mikroelektronika	hy:5
mikrofilm	hy:5
mikrohitel	hy:5
mikrohullám	hy:5
mikroklíma	hy:5
mikrokontroller	hy:5
mikrokozmosz	hy:5
mikrométer	hy:5
mikroorganizmus	hy:5
mikroprocesszor	hy:5
mikrorizikó	hy:5
mikroszekundum	hy:5
mikroszerkezet	hy:5
mikroszint	hy:5
mikrovilág	hy:5
mikrovállalkozás	hy:5
milligramm	hy:5
milliliter	hy:5
millimikron	hy:5
milliméter	hy:5
milliszekundum	hy:5
milliwatt	hy:5
mind ez ideig	ph:mindezideig
mind ez idáig	ph:mindezidáig
mindeneslány	hy:8
mindenszentek	hy:6
mindentudás	hy:6
miniszoknya	hy:4
miniszterelnök	hy:9
miniszterhelyettes	hy:9
minisztertanács	hy:9
mintadarab	hy:5
mintakép	hy:5
mintakészítés	hy:5
mintapéldány	hy:5
mintasablon	hy:5
minyon	ph:mignon
minél	ph:minnél
misekendõ	hy:4
misekönyv	hy:4
miseruha	hy:4
misztériumdráma	hy:10
mobilkészülék	hy:5
mocsárgáz	hy:6
mocsárláz	hy:6
mocsárlázak	hy:6
mogyoróbokor	hy:7
mogyoróbokrok	hy:7
mogyoróhagyma	hy:7
moharózsa	hy:4
mokkacukor	hy:5
mokkacukrok	hy:5
mokkakanalak	hy:5
mokkakanál	hy:5
mokkakávé	hy:5
mokkáskanalak	hy:6
mokkáskanál	hy:6
moli&egrave;re-es	ph:molieres
moli&egrave;re-i	ph:molieri
moloch	ph:moloh
mondanivaló	hy:7
mondatelemzés	hy:6
mondatszerkesztés	hy:6
mondattan	hy:6
monet-i	ph:monéi
monsieur-	ph:mösziõ
monsieur-s	ph:mösziõs
monsieur-vel	ph:mösziõvel
monsieur-vé	ph:mösziõvé
monsieur	ph:mösziõ
montaigne-i	ph:montenyi
montesquieu-i	ph:monteszkiõi
montesquieu-s	ph:monteszkiõs
montreux-i	ph:montrõi
morse-i	ph:mórszi	ph:morzei
morzebillentyû	hy:5
mosdókesztyû	hy:5
mosdótál	hy:5
mosdótálak	hy:5
mosdóállvány	hy:5
moslékosdézsa	hy:8
mosogatógép	hy:8
mosogatórongy	hy:8
mosogatószer	hy:8
mosogatóvizek	hy:8
mosogatóvíz	hy:8
mosógép	hy:4
mosókonyha	hy:4
mosólap	hy:4
mosómedve	hy:4
mosónõ	hy:4
mosópor	hy:4
mosóteknõ	hy:4
motorburkolat	hy:5
motorcsónak	hy:5
motorkocsi	hy:5
motorkíséret	hy:5
motorvonat	hy:5
mousse-	ph:mussz
mousse-os	ph:musszos
mousse-szal	ph:musszal
mousse-szá	ph:musszá
mousse-t	ph:musszt
mousse	ph:mussz
mozdonyfordító	hy:7
mozdonyszín	hy:7
mozdonytöltõ	hy:7
mozdonyvezetõ	hy:7
mozgáskorlátozott	hy:6
mozgásképesség	hy:6
mozgásmennyiség	hy:6
mozgásszegény	hy:moz-gás|sze-gény
mozgásterek	hy:6
mozgástér	hy:6
mozgásátvivõ	hy:6
mozgódaru	hy:5
mozgójárda	hy:5
mozgókép	hy:5
mozgólépcsõ	hy:5
mozivásznak	hy:4
mozivászon	hy:4
mozsártörõ	hy:6
mozsárágyú	hy:6
mulatóhely	hy:6
multimilliomos	hy:5
multimilliárdos	hy:5
multistacionaritás	hy:5
munkaalkalmak	hy:5
munkaalkalom	hy:5
munkaasztal	hy:5
munkabeszüntetés	hy:5
munkabér	hy:5
munkacsoport	hy:5
munkadal	hy:5
munkadarab	hy:5
munkaerõ	hy:
munkagép	hy:5
munkaköpeny	hy:5
munkakör	hy:5
munkalassítás	hy:5
munkamegszüntetés	hy:5
munkamenet	hy:5
munkanadrág	hy:5
munkanap	hy:5
munkanorma	hy:5
munkanélküli	hy:5
munkanélküliség	hy:
munkarend	hy:5
munkaruha	hy:5
munkaszünet	hy:5
munkaterem	hy:5
munkatermek	hy:5
munkaterv	hy:5
munkaállvány	hy:5
munkaállás	hy:5
munkaóra	hy:5
munkásbakancs	hy:6
munkásfiatal	hy:6
munkászubbony	hy:mun-kás|zub-bony
munkásõr	hy:6
murvalevelek	hy:5
murvalevél	hy:5
musical	ph:mjuzikel	ph:muzikel
muskotálybor	hy:9
muskotályszõlõ	hy:9
mustárgáz	hy:6
mustármag	hy:6
mustártapasz	hy:6
mutatóujj	hy:6
mutatóujjak	hy:6
máglyahalál	hy:6
májbetegség	hy:3
májfolt	hy:3
májgyulladás	hy:3
májusfa	hy:5
mákgubó	hy:3
mákszem	hy:3
málhanyereg	hy:5
málhanyergek	hy:5
málháslovak	hy:6
málhásló	hy:6
mályvarózsa	hy:6
márgabánya	hy:5
márványszobor	hy:7
márványszobrok	hy:7
másfelek	hy:3
másfél	hy:3
másnap	hy:3
másoddiploma	hy:5
másodfok	hy:5
másodperc	hy:5
másodállás	hy:5
másológép	hy:6
mássalhangzó	hy:6
másszor	hy:s-sz
másvilág	hy:3
mászóvas	hy:5
mászóvasak	hy:5
másállapot	hy:3
mécsvirág	hy:4
méhgyulladás	hy:3
méhkaparás	hy:3
méhkas	hy:3
méhkenyerek	hy:3
méhkenyér	hy:3
méhlepény	hy:3
méhraj	hy:3
méhsejt	hy:3
méhtenyésztés	hy:3
méhviasz	hy:3
méhvérzés	hy:3
méhûr	hy:3
mélabú	hy:4
mélyföld	hy:4
mélyhegedû	hy:4
mélyinterjú	hy:4
mélymagyarság	hy:4
mélypont	hy:4
mélyrepülõ	hy:4
mélyréteg	hy:4
mélystruktúra	hy:4
mélysugárzó	hy:4
mélyszerkezet	hy:4
mélységmérés	hy:7
mélységmérõ	hy:7
mélytisztító	hy:4
mélyutak	hy:4
mélyvasutak	hy:mély||vas|út
mélyvasút	hy:mély||vas|út
mélyállomás	hy:4
mélyút	hy:4
mélyütés	hy:4
ménkõ	hy:3
ménkövek	hy:3
méntelep	hy:3
méreganyag	hy:5
méregfog	hy:5
méregfogak	hy:5
méreggyilkok	hy:méreg|gyilok
méreggyilok	hy:méreg|gyilok
méregmirigy	hy:5
méreteloszlás	hy:5
mérföld	hy:3
mérgeszöld	hy:mér-ges|zöld
mérlegcsésze	hy:6
mérleghinta	hy:6
mérlegkar	hy:6
mérlegnyelv	hy:6
mérmû	hy:3
mérmûvek	hy:3
mérmûves	hy:3
mértan	hy:3
mértékalap	hy:6
mértékegység	hy:6
mérõeszköz	hy:4
mérõléc	hy:4
mérõrudak	hy:4
mérõrúd	hy:4
mérõszalag	hy:4
mérõón	hy:4
mérõóra	hy:4
mészhomok	hy:4
mészkõ	hy:4
mészkövek	hy:4
mészpor	hy:4
mészpát	hy:4
mésztufa	hy:4
mészégetõ	hy:4
mételyfû	hy:6
mételyfüvek	hy:6
méteráru	hy:5
mézbor	hy:3
mézeshetek	hy:5
mézeshét	hy:5
mézeskalács	hy:5
mézfû	hy:3
mézfüvek	hy:3
mézharmat	hy:3
mézsör	hy:méz|sör
méztartó	hy:3
módosítójavaslat	hy:8
módszer	hy:3
mólhõ	hy:3
múltidézés	hy:4
múltkutatás	hy:4
mûalkotás	hy:2
mûanyag	hy:2
mûbalhé	hy:2
mûbelek	hy:2
mûbolygó	hy:2
mûbor	hy:2
mûbél	hy:2
mûbõr	hy:2
mûcím	hy:2
mûdal	hy:2
mûegyetem	hy:2
mûelemzés	hy:2
mûemlék	hy:2
mûfa	hy:2
mûfaj	hy:2
mûfal	hy:2
mûfalak	hy:2
mûfog	hy:2
mûfogak	hy:2
mûfogás	hy:2
mûfû	hy:2
mûfüvek	hy:2
mûgond	hy:2
mûgyanta	hy:2
mûgyûjtõ	hy:2
mûhavak	hy:2
mûhely	hy:2
mûhiba	hy:2
mûhold	hy:2
mûholdak	hy:2
mûhó	hy:2
mûjegek	hy:2
mûjég	hy:2
mûkedvelõ	hy:2
mûkereskedelem	hy:2
mûkereskedelmek	hy:2
mûkezek	hy:2
mûkincs	hy:2
mûkiállítás	hy:2
mûkorcsolyázás	hy:2
mûkéz	hy:2
mûkõ	hy:2
mûköd	hy:2
mûkörmök	hy:2
mûköröm	hy:2
mûkövek	hy:2
mûlegyek	hy:2
mûlovaglás	hy:2
mûláb	hy:2
mûlábak	hy:2
mûlégy	hy:2
mûmárvány	hy:2
mûnem	hy:2
mûnõ	hy:2
mûrepülés	hy:2
mûrepülõ	hy:2
mûrom	hy:2
mûselyem	hy:2
mûselymek	hy:2
mûsor	hy:2
mûszak	hy:2
mûszavak	hy:2
mûszer	hy:2
mûszerezettség	hy:2
mûszál	hy:2
mûszálak	hy:2
mûszó	hy:2
mûszõrme	hy:2
mûsör	hy:2
mûterem	hy:2
mûtermek	hy:2
mûtermék	hy:2
mûtrágya	hy:2
mûtárgy	hy:2
mûtárgyak	hy:2
mûtét	hy:2
mûtõasztal	hy:4
mûutak	hy:2
mûvaj	hy:2
mûvajak	hy:2
mûvezetõ	hy:2
mûvér	hy:2
mûvésznõ	hy:6
mûélvezet	hy:2
mûértés	hy:2
mûértõ	hy:2
mûítész	hy:2
mûút	hy:2
müzlistálka	hy:6
nachos	ph:nacsosz
nadrágcsíptetõ	hy:6
nadrágszár	hy:6
nadrágszárak	hy:6
nadrágtartó	hy:6
nadrágzseb	hy:6
nadálytõ	hy:6
nagyagy	hy:4
nagyagyak	hy:4
nagyajak	hy:4
nagyajkak	hy:4
nagyanya	hy:4
nagyapa	hy:4
nagyasszony	hy:4
nagybefektetõ	hy:4
nagybetû	hy:4
nagybirtokosság	hy:4
nagybolygó	hy:4
nagybácsi	hy:4
nagybácsika	hy:4
nagybátya	hy:4
nagybérlõ	hy:4
nagyböjt	hy:4
nagycsalád	hy:4
nagycsoport	hy:4
nagydob	hy:4
nagydoktor	hy:4
nagydolgok	hy:4
nagydolog	hy:4
nagydíj	hy:4
nagydíjak	hy:4
nagyember	hy:4
nagyemlõs	hy:4
nagyepika	hy:4
nagyfejedelem	hy:4
nagyfejedelemség	hy:4
nagyfejedelmek	hy:4
nagyfelhasználó	hy:4
nagyfiú	hy:4
nagyfogyasztó	hy:4
nagyforma	hy:4
nagyhal	hy:4
nagyhalak	hy:4
nagyhatalmak	hy:4
nagyhatalom	hy:4
nagyhetek	hy:4
nagyhét	hy:4
nagyjelenet	hy:4
nagykanalak	hy:4
nagykanál	hy:4
nagykapu	hy:4
nagykedd	hy:4
nagykendõ	hy:4
nagykereskedelem	hy:4
nagykereskedelmek	hy:4
nagykoalíció	hy:4
nagykupola	hy:4
nagykutacs	hy:4
nagykönyv	hy:4
nagykörutak	hy:nagy||kör|út
nagykörút	hy:nagy||kör|út
nagykövet	hy:4
nagykövetség	hy:4
nagyközség	hy:nagy|köz-ség
nagylegény	hy:4
nagylemez	hy:4
nagylány	hy:4
nagymacska	hy:4
nagymecset	hy:4
nagymedence	hy:4
nagymester	hy:4
nagymogul	hy:4
nagymonográfia	hy:4
nagymosás	hy:4
nagymotor	hy:4
nagymutató	hy:4
nagynéne	hy:4
nagynéni	hy:4
nagynénike	hy:4
nagyopera	hy:4
nagypolgárság	hy:4
nagypáholy	hy:4
nagypálya	hy:4
nagypéntek	hy:4
nagyrabecsülés	hy:6
nagyrassz	hy:4
nagyravágyás	hy:6
nagyregény	hy:4
nagyrégió	hy:4
nagyszerda	hy:4
nagyszoba	hy:4
nagyszüle	hy:4
nagyszülõ	hy:4
nagyterem	hy:4
nagytermek	hy:4
nagyterpesz	hy:4
nagytotál	hy:4
nagyujj	hy:4
nagyujjak	hy:4
nagyurak	hy:4
nagyvad	hy:4
nagyvadak	hy:4
nagyvasutak	hy:nagy||vas|út
nagyvasút	hy:nagy||vas|út
nagyvezír	hy:4
nagyvilág	hy:4
nagyvitorla	hy:4
nagyvizit	hy:4
nagyvállalat	hy:4
nagyváros	hy:4
nagyágy	hy:4
nagyágyak	hy:4
nagyítógép	hy:7
nagyítóüveg	hy:7
nagyõrlõ	hy:4
nagyúr	hy:4
nagyüzem	hy:4
nanoanyag	hy:4
nanocsõ	hy:4
nanocsövek	hy:4
nanoelektronika	hy:4
nanofizika	hy:4
nanogramm	hy:4
nanogép	hy:4
nanohuzal	hy:4
nanokémia	hy:4
nanométer	hy:4
nanorobot	hy:4
nanorészecske	hy:4
nanoszekundum	hy:4
nanoszenzor	hy:4
nanoszerkezet	hy:4
nanotechnika	hy:4
nanotechnológia	hy:4
nanotechnológus	hy:4
nap-éj egyenlõség	ph:napéjegyenlõség
napellenzõ	hy:3
napernyõ	hy:3
napfogyatkozás	hy:3
napfolt	hy:3
napforduló	hy:3
napfény	hy:3
napfényképezõ	hy:3
napfürdõ	hy:3
napidíj	hy:4
napidíjak	hy:4
napilap	hy:4
napimádás	hy:3
napirend	hy:4
napkelte	hy:3
napkorona	hy:3
napkorong	hy:3
napközel	hy:3
napközelség	hy:3
napközi	hy:3
napnyugta	hy:3
naposszolgálat	hy:na-pos|szol-gá-lat
nappálya	hy:3
napraforgó	hy:5
napsugarak	hy:3
napsugár	hy:3
napszám	hy:3
napszámos	hy:3
napszúrás	hy:3
napsütés	hy:3
naptavak	hy:3
naptár	hy:3
naptárak	hy:3
naptó	hy:3
naptükör	hy:3
napvilág	hy:3
napégés	hy:3
napév	hy:3
napóra	hy:3
narancslekvár	hy:7
narancslevek	hy:7
narancslé	hy:7
natúrpark	hy:5
ne adj'' isten	ph:neadjisten
nedvességmérõ	hy:9
negyeddöntõ	hy:6
negyedfelek	hy:6
negyedfél	hy:6
negyedhang	hy:6
negyedrész	hy:6
negyedév	hy:6
negyedóra	hy:6
negyvennyolc		hy:n|ny
negyvennyolcbilliárd		hy:n|ny
negyvennyolcbillió		hy:n|ny
negyvennyolcbillióan		hy:n|ny
negyvennyolcezer		hy:n|ny
negyvennyolcezred		hy:n|ny
negyvennyolcezredik		hy:n|ny
negyvennyolcezrek		hy:n|ny
negyvennyolcezren		hy:n|ny
negyvennyolcezres		hy:n|ny
negyvennyolcfelé	hy:n|ny
negyvennyolcmilliárd		hy:n|ny
negyvennyolcmilliárdan		hy:n|ny
negyvennyolcmillió		hy:n|ny
negyvennyolcmillióan		hy:n|ny
negyvennyolctrilliárd		hy:n|ny
negyvennyolctrillió		hy:n|ny
negyvennyolctrillióan		hy:n|ny
nehézatléta	hy:5
nehézatlétika	hy:5
nehézbúvár	hy:5
nehézeke	hy:5
nehézfegyverzet	hy:5
nehézfiú	hy:5
nehézgép	hy:5
nehézlovas	hy:5
nehézolaj	hy:5
nehézolajak	hy:5
nehézszagú	hy:nehéz|szagú
nehézség	hy:ne-héz-ség
nehézsúly	hy:ne-héz|súly
nehézvizek	hy:5
nehézvíz	hy:5
nehézásvány	hy:5
nekibátorodás	hy:4
nekiülés	hy:4
nekiütõdés	hy:4
nemesacél	hy:5
nemesfém	hy:5
nemesgáz	hy:5
nemeslevelek	hy:5
nemeslevél	hy:5
nemesszívûség	hy:ne-mes|szí-vû-ség
nemfizetés	hy:3
nemfém	hy:3
nemlinearitás	hy:3
nemlét	hy:3
nemlétezés	hy:3
nemszteroid	hy:3
nemteljesség	hy:3
nemteljesítés	hy:3
nemtetszés	hy:3
nemzetközösség	hy:6
nemzetõr	hy:6
netbook	ph:netbuk	ph:netbúk
netware-es	ph:netveres
neurobiológia	hy:5
neurobiológus	hy:5
neurodinamika	hy:5
neurolingvisztika	hy:5
neuropeptid	hy:5
neuropszichológia	hy:5
neuropszichológus	hy:5
neveléstan	hy:7
neveléstudomány	hy:7
nevelõnõ	hy:6
newtonméter	hy:6
niamey-i	ph:niamei
night-club	ph:nájtklub
nike-s	ph:nájkis
nitroglicerin	hy:5
no de hát	ph:nodehát
nonpareille-	ph:nomparej
nonpareille-jal	ph:nomparejjal
nonpareille-já	ph:nomparejjá
nonpareille	ph:nomparej
notebook	ph:nótbuk	ph:notbuk
novelláskötet	hy:8
nullapont	hy:5
nyakbavetõ	hy:6
nyakbõség	hy:4
nyakfodor	hy:4
nyakfodrok	hy:4
nyakkendõ	hy:4
nyakleves	hy:4
nyaklánc	hy:4
nyakló	hy:4
nyakmerevség	hy:4
nyakravaló	hy:6
nyakszirt	hy:4
nyaktartó	hy:4
nyaktekercs	hy:4
nyaktiló	hy:4
nyaktörés	hy:4
nyakék	hy:4
nyakérem	hy:4
nyakérmek	hy:4
nyakörv	hy:4
nyavalyatörés	hy:8
nyelvbotlás	hy:5
nyelvcsap	hy:5
nyelvismeret	hy:5
nyelvjárás	hy:5
nyelvrontás	hy:5
nyelvsajátosság	hy:5
nyelvsíp	hy:5
nyelvtan	hy:5
nyelvtörõ	hy:5
nyelvzsargon	hy:5
nyelõcsõ	hy:5
nyelõcsövek	hy:5
nyeregfa	hy:6
nyeregheveder	hy:6
nyeregkápa	hy:6
nyeregpárna	hy:6
nyeregtakaró	hy:6
nyeregtetõ	hy:6
nyeregtáska	hy:6
nyereségrészesedés	hy:8
nyersanyag	hy:5
nyersarany	hy:5
nyersaranyak	hy:5
nyersbõr	hy:5
nyerscukor	hy:5
nyerscukrok	hy:5
nyersolaj	hy:5
nyersolajak	hy:5
nyersvas	hy:5
nyersvasak	hy:5
nyersvásznak	hy:5
nyersvászon	hy:5
nyilaskereszt	hy:6
nyilván	ph:nyílván
nyilvánosház	hy:9
nyilvánosházak	hy:9
nyilvántartás	hy:7
nyilvántartó	hy:7
nyirokcsatorna	hy:6
nyirokerek	hy:6
nyirokmirigy	hy:6
nyirokér	hy:6
nyitvatartás	hy:6
nyitvatermõ	hy:6
nyolcadfelek	hy:7
nyolcadfél	hy:7
nyolcszoroz	hy:nyolc-szo-roz
nyolcszáz		hy:c|sz
nyolcszázad		hy:c|sz
nyolcszázadik		hy:c|sz
nyolcszázan	hy:c|sz
nyolcszázas		hy:c|sz
nyolcszázezrek		hy:c|sz
nyolcszázezres		hy:c|sz
nyolcszázfelé	hy:c|sz
nyolcszög	hy:nyolc|szög
nyolcszögû	hy:nyolc|szögû
nyolcvannyolc		hy:n|ny
nyolcvannyolcbilliárd		hy:n|ny
nyolcvannyolcbillió		hy:n|ny
nyolcvannyolcbillióan		hy:n|ny
nyolcvannyolcezer		hy:n|ny
nyolcvannyolcezred		hy:n|ny
nyolcvannyolcezredik		hy:n|ny
nyolcvannyolcezrek		hy:n|ny
nyolcvannyolcezren		hy:n|ny
nyolcvannyolcezres		hy:n|ny
nyolcvannyolcfelé	hy:n|ny
nyolcvannyolcmilliárd		hy:n|ny
nyolcvannyolcmilliárdan		hy:n|ny
nyolcvannyolcmillió		hy:n|ny
nyolcvannyolcmillióan		hy:n|ny
nyolcvannyolctrilliárd		hy:n|ny
nyolcvannyolctrillió		hy:n|ny
nyomorenyhítés	hy:6
nyomortanya	hy:6
nyomravezetõ	hy:6
nyomtáv	hy:4
nyomásmérõ	hy:6
nyomócsõ	hy:5
nyomócsövek	hy:5
nyomóforma	hy:5
nyomógomb	hy:5
nyomókar	hy:5
nyomólemez	hy:5
nyomószivattyú	hy:5
nyugdíjasház	hy:9
nyugdíjasházak	hy:9
nyugdíjaskedvezmény	hy:9
nyugdíjasklub	hy:9
nyugdíjaskor	hy:9
nyugtabélyeg	hy:6
nyugtakönyv	hy:6
nyugtatószer	hy:8
nyálasszájú	hy:nyá-las|szá-jú
nyálkaoldó	hy:6
nyápicság	hy:nyá-pic-ság
nyárfa	hy:4
nyáridõ	hy:4
nyárigumi	hy:5
nyáriszalámi	hy:5
nyársforgató	hy:5
nyárspolgárság	hy:5
nyílfû	hy:4
nyílfüvek	hy:4
nyílhegy	hy:4
nyíltterek	hy:5
nyílttér	hy:5
nyílvesszõ	hy:4
nyírfa	hy:4
nyírfajd	hy:4
nyírrothadás	hy:4
nyírófeszültség	hy:5
nyúlketrec	hy:4
nyúlszáj	hy:4
nyúlszájak	hy:4
nyúltagy	hy:5
nyúltagyak	hy:5
nyúltanya	hy:4
nyúltenyészet	hy:4
nádbuzogány	hy:3
nádfonás	hy:3
nádpálca	hy:3
nádsíp	hy:3
nádtetõ	hy:3
nászajándék	hy:4
nászinduló	hy:4
nászutak	hy:4
nászutas	hy:4
nászút	hy:4
nátronlúg	hy:6
nátronmeszek	hy:6
nátronmész	hy:6
négyes fogat	ph:négyesfogat
négypennys	hy:négy|pen-nys
négyszög	hy:4
négyszögesítés	hy:4
négyzetfa	hy:7
négyzetöl	hy:7
négyzetölek	hy:7
némafilm	hy:4
némajáték	hy:4
németkönyv	hy:5
némettanár	hy:5
némettudás	hy:5
