œuvre-	ph:ővr	ph:oeuvre
œuvre-rel	ph:ővrrel	ph:oeuvrerel
œuvre-ré	ph:ővrré	ph:oeuvreré
œuvre	ph:ővr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
lábtövek	hy:3
lábujj	hy:3
lábujjak	hy:3
ládakeret	hy:4
lágyacél	hy:4
lágybogarak	hy:4
lágybogár	hy:4
lágyfekély	hy:4
lágyforrasz	hy:4
lágyforrasztás	hy:4
lágylencse	hy:4
lágytojás	hy:4
lágyvas	hy:4
lágyvasak	hy:4
lágyítószer	hy:7
lámpaernyő	hy:5
lámpafény	hy:5
lámpaláz	hy:5
lámpalázak	hy:5
lámpaoszlop	hy:5
lámpaégő	hy:5
lánccsörgés	hy:lánc|csör-gés
láncfonalak	hy:4
láncfonál	hy:4
lánchegység	hy:4
lánchenger	hy:4
lánchidak	hy:4
lánchíd	hy:4
lánckövetkeztetés	hy:4
láncreakció	hy:4
lánctöltés	hy:4
lándzsahegy	hy:7
lándzsanyelek	hy:7
lándzsanyél	hy:7
lángelme	hy:4
lángész	hy:4
lápibaglyok	hy:4
lápibagoly	hy:4
látcső	hy:3
látcsövek	hy:3
láthatár	hy:3
látkép	hy:3
látnivaló	hy:5
látáskárosult	hy:5
látásvizsgálat	hy:5
látóhatár	hy:4
látókör	hy:4
látószerv	hy:4
látószög	hy:4
látótávolság	hy:4
lávakő	hy:4
lávakövek	hy:4
lázcsillapító	hy:3
lázkiütés	hy:3
lázroham	hy:3
lécvágó	hy:3
légakna	hy:3
légbuborék	hy:3
légcsatorna	hy:3
légcsavar	hy:3
légcső	hy:3
légcsövek	hy:3
légelhárító	hy:3
légellenállás	hy:3
légfrissítő	hy:3
légfék	hy:3
légfúvás	hy:3
léggömb	hy:3
léghajó	hy:3
léghajós	hy:3
léghuzat	hy:3
légibiztosító	hy:4
légibázis	hy:4
légicsapás	hy:4
légideszant	hy:4
légierő	hy:4
légihidak	hy:4
légihíd	hy:4
légimentő	hy:4
légiposta	hy:4
légiriadó	hy:4
légiterek	hy:4
légitársaság	hy:4
légitér	hy:4
légiutas	hy:4
légiveszély	hy:4
légiósbetegség	hy:6
légjavítás	hy:3
légkamra	hy:3
légkondicionálás	hy:3
légkör	hy:3
léglökés	hy:3
légmérő	hy:3
légnyomás	hy:3
légpuska	hy:3
légpárna	hy:3
légsebesség	hy:3
légszivattyú	hy:3
légsúrlódás	hy:3
légsűrítő	hy:3
légterek	hy:3
légtornász	hy:3
légtér	hy:3
légutak	hy:3
légvonal	hy:3
légvonalak	hy:3
légvonat	hy:3
légvár	hy:3
légvárak	hy:3
légy szíves	ph:légyszi	ph:lécci
légycsapó	hy:4
légyfajta	hy:4
légyfogó	hy:4
légzsák	hy:3
légzésmérő	hy:6
légzőgyökerek	hy:5
légzőgyökér	hy:5
légzőszerv	hy:5
légút	hy:3
légűr	hy:3
léhűtő	hy:2
lélegzet-visszafojtva	ph:lélegzetvisszafojtva
lélegzetvétel	hy:8
lélekelemzés	hy:5
lélekharang	hy:5
lélekszám	hy:5
lélektan	hy:5
lélekvándorlás	hy:5
lélekölő	hy:5
lényegülés	hy:6
lépcsődeszka	hy:6
lépcsőfok	hy:6
lépcsőház	hy:6
lépcsőházak	hy:6
lépcsőkar	hy:6
lépcsőorsó	hy:6
lépcsősor	hy:6
lépfene	hy:3
lépgyulladás	hy:3
lépéshossz	hy:5
lételmélet	hy:3
létfenntartás	hy:3
létrafok	hy:5
létszám	hy:3
lézer	ph:laser
lízing	ph:leasing
lóbab	hy:2
lóbőr	hy:2
lódarazsak	hy:2
lódarázs	hy:2
lóerő	hy:2
lófej	hy:2
lófog	hy:2
lófogak	hy:2
lófő	hy:2
lóhere	hy:2
lóhát	hy:2
lóhátak	hy:2
lóhús	hy:2
lóidomítás	hy:2
lóistálló	hy:2
lóláb	hy:2
lólábak	hy:2
lópatkoló	hy:2
lópatkó	hy:2
lópikula	hy:2
lótartás	hy:2
lótej	hy:2
lótenyésztés	hy:2
lóvakaró	hy:2
lóvasutak	hy:ló||vas|út
lóvasút	hy:ló||vas|út
lóverseny	hy:2
lóversenyzés	hy:2
lőelem	hy:2
lőfegyver	hy:2
lőgyakorlat	hy:2
lőgyapot	hy:2
lőiskola	hy:2
lőlap	hy:2
lőmester	hy:2
lőpor	hy:2
lőrés	hy:2
lőszer	hy:2
lőterek	hy:2
lőtábla	hy:2
lőtávolság	hy:2
lőtér	hy:2
lővonal	hy:2
lővonalak	hy:2
löncs	ph:lunch
lövegzár	hy:5
lövegzárak	hy:5
lövészgödrök	hy:6
lövészgödör	hy:6
lövészárkok	hy:6
lövészárok	hy:6
lúdfű	hy:3
lúdfüvek	hy:3
lúdtalp	hy:3
lúdtalpak	hy:3
lúdtoll	hy:3
lúdtollak	hy:3
lúgkő	hy:3
lúgkövek	hy:3
lúzer	ph:loser
lüktetésmérő	hy:8
machete	ph:macsete
mackóalsó	hy:5
mackófelső	hy:5
mackóruha	hy:5
macskagyökerek	hy:6
macskagyökér	hy:6
macskakő	hy:6
macskakövek	hy:6
madame-	ph:madam
madame-mal	ph:madammal
madame-má	ph:madammá
madame	ph:madam
mademoiselle-	ph:madmazel
mademoiselle-lel	ph:madmazellel
mademoiselle-lé	ph:madmazellé
mademoiselle	ph:madmazel
madárvárta	hy:5
maestro	ph:májsztró
magakelletés	hy:4
magasfeszültség	hy:5
magashegység	hy:5
magaskultúra	hy:5
magasságmérő	hy:8
magasságvonal	hy:8
magasságvonalak	hy:8
magasugrás	hy:5
magasugró	hy:5
magasvasutak	hy:magas||vas|út
magasvasút	hy:magas||vas|út
magatartás	hy:4
magaviselet	hy:4
magazin	hy:2
magbuga	hy:3
magburkok	hy:3
magburok	hy:3
magdarálás	hy:3
magfúró	hy:3
magház	hy:3
magházak	hy:3
magkereskedés	hy:3
maglen	hy:3
magnéziumoxid	hy:9
magrügy	hy:3
magtok	hy:3
magtár	hy:3
magtárak	hy:3
magtörő	hy:3
magyarbors	hy:6
magyardolgozat	hy:6
magyarigazolvány	hy:6
magyarkérdés	hy:6
magyartanár	hy:6
magyartanítás	hy:6
magyaróra	hy:6
magánalkalmazott	hy:5
magánbirtok	hy:5
magánegyetem	hy:5
magánember	hy:5
magánerő	hy:5
magánfelek	hy:5
magánfél	hy:5
magángyónás	hy:5
magángyűjtemény	hy:5
magángyűjtő	hy:5
magánhangzó	hy:5
magánház	hy:5
magánházak	hy:5
magánindítvány	hy:5
magániskola	hy:5
magánjog	hy:5
magánjáték	hy:5
magánkiadás	hy:5
magánkihallgatás	hy:5
magánklinika	hy:5
magánkápolna	hy:5
magánlevelek	hy:5
magánlevelezés	hy:5
magánlevél	hy:5
magánmunka	hy:5
magánnyomozó	hy:magán|nyomozó
magánnyugdíj	hy:magán||nyug|díj
magánnyugdíjak	hy:magán||nyug|díj
magánorvos	hy:5
magánstúdió	hy:5
magánszereplés	hy:5
magánszféra	hy:5
magánszoba	hy:5
magántanulás	hy:5
magántanítás	hy:5
magántermelő	hy:5
magántitkok	hy:5
magántitok	hy:5
magántulajdon	hy:5
magántulajdonos	hy:5
magántáncos	hy:5
magánutak	hy:5
magánvagyon	hy:5
magánvád	hy:5
magánvádak	hy:5
magánvállalat	hy:5
magánvélemény	hy:5
magánélet	hy:5
magánérdek	hy:5
magánóra	hy:5
magánút	hy:5
magánügy	hy:5
magömlés	hy:3
maharadzsa	ph:maharaja
maine-i	ph:méjni
makadámutak	hy:7
makadámút	hy:7
malacbőr	hy:5
malachit	hy:5
malacság	hy:malac-ság
malacsült	hy:ma-lac|sült
malomgát	hy:5
malomgátak	hy:5
malomhajtó	hy:5
malomkő	hy:5
malomkövek	hy:5
malteroskanalak	hy:8
malteroskanál	hy:8
maláriaterjesztő	hy:7
malátacsíráztató	hy:6
manche-i	ph:mansi
mandulagyulladás	hy:7
manet-i	ph:manéi
manzárdablak	hy:7
maradékgerinc	hy:7
marhacomb	hy:5
marhafaj	hy:5
marhahús	hy:5
marhanyelv	hy:5
marhaszegy	hy:5
marhaszállító	hy:5
marhasült	hy:5
marhatarja	hy:5
marhavész	hy:5
markolattüske	hy:8
marseille-i	ph:marszeji
marslakó	hy:4
matchbox	ph:mecsboksz
maupassant-i	ph:mópaszani
mebibyte-	ph:mebibájt
mebibyte-os	ph:mebibájtos
mebibyte-tal	ph:mebibájttal
mebibyte-tá	ph:mebibájttá
mebibyte	ph:mebibájt
meccs	ph:match
meccslabda	hy:5
medvebőr	hy:5
megabyte-	ph:megabájt
megabyte-os	ph:megabájtos
megabyte-tal	ph:megabájttal
megabyte-tá	ph:megabájttá
megabyte	ph:megabájt
megbízólevelek	hy:7
megbízólevél	hy:7
megfélemlítés	hy:3
meggyalázottság	hy:meg|gya-lá-zott-ság
meggyalázás	hy:meg|gya-lá-zás
meggyilkolás	hy:meg|gyil-ko-lás
meggyulladás	hy:meg|gyul-la-dás
meggyógyult	hy:meg|gyógyult
meggyógyulás	hy:meg|gyó-gyu-lás
meggyőzés	hy:meg|győ-zés
meggyőző	hy:meg|győ-ző
meggyőződés	hy:meg|győ-ző-dés
meggyőződött	hy:meg|győződött
meggyökeredzett	hy:meg|gyökeredzett
meggyötrés	hy:meg|gyöt-rés
meggyújtás	hy:meg|gyúj-tás
megkülönböztethetetlen	ph:megkülönbözhetetlen
meglepetésszerű	hy:meglepetés|szerű
megtárgyalnivaló	hy:12
megvilágításmérő	hy:12
megállóhely	hy:7
melbourne-i	ph:melbörni
melegburkoló	hy:5
melegfelvonulás	hy:5
melegfesztivál	hy:5
melegház	hy:5
melegházak	hy:5
melegházasság	hy:5
melegrekord	hy:5
melegágy	hy:5
melegágyak	hy:5
melegítőalsó	hy:8
melegítőfelső	hy:8
melegítőfölső	hy:8
melegítőszekrény	hy:8
mellbimbó	hy:4
mellbőség	hy:4
mellcsokor	hy:4
mellcsokrok	hy:4
mellcsont	hy:4
melldísz	hy:4
mellfurdancs	hy:4
mellhártya	hy:4
mellitsav	hy:6
mellitsavak	hy:6
mellkas	hy:4
mellszobor	hy:4
mellszobrok	hy:4
melltartó	hy:4
melltű	hy:4
mellvért	hy:4
mellébeszélés	hy:5
melléfogás	hy:5
mellékalak	hy:6
mellékbolygó	hy:6
mellékcselekmény	hy:6
mellékesemény	hy:6
mellékfoglalkozás	hy:6
mellékfogás	hy:6
mellékfolyó	hy:6
mellékhelyiség	hy:6
mellékkráter	hy:6
mellékkörülmény	hy:6
mellékmondat	hy:6
melléknap	hy:6
melléknevek	hy:6
melléknév	hy:6
mellékoltár	hy:6
mellékoltárak	hy:6
mellékszerződés	hy:6
melléktenger	hy:6
melléktermék	hy:6
mellékutak	hy:6
mellékutca	hy:6
mellékvonal	hy:6
mellékvonalak	hy:6
mellékág	hy:6
mellékágak	hy:6
melléképület	hy:6
mellékértelem	hy:6
mellékértelmek	hy:6
mellékíz	hy:6
mellékösvény	hy:6
mellékút	hy:6
mellényzseb	hy:7
mellüreg	hy:4
menedzser	ph:manager
menedzsment	ph:management
menedékhely	hy:7
menedékház	hy:7
menedékházak	hy:7
menedékjog	hy:7
menedéklevelek	hy:7
menedéklevél	hy:7
menekülthullám	hy:8
menekültstátus	hy:8
menekültáradat	hy:8
menetfúró	hy:5
menetgyakorlat	hy:5
menetirány	hy:5
menetjegy	hy:5
menetparancs	hy:5
menetrend	hy:5
menetsebesség	hy:5
menetvágó	hy:5
mennybemenetel	hy:7
mennybolt	hy:5
mennydörgés	hy:5
mennyiségtan	hy:9
mennykő	hy:5
mennykövek	hy:5
mennyország	hy:5
mentacukorka	hy:5
mentezsinór	hy:5
mentsvár	hy:5
mentsvárak	hy:5
mentőcsónak	hy:5
mentőkocsi	hy:5
mentőkötelek	hy:5
mentőkötél	hy:5
mentőosztag	hy:5
mentőzubbony	hy:5
mentőöv	hy:5
menyasszony	hy:4
menyhal	hy:4
menyhalak	hy:4
merlot-	ph:merló
merlot-s	ph:merlós
merlot-val	ph:merlóval
merlot-vá	ph:merlóvá
merlot	ph:merló
merítőkanalak	hy:6
merítőkanál	hy:6
merőedény	hy:4
merőkanalak	hy:4
merőkanál	hy:4
mesealak	hy:4
mesebeszéd	hy:4
mesevilág	hy:4
mesterfogás	hy:6
mestergerenda	hy:6
mestermű	hy:6
mesterművek	hy:6
meszesgödrök	hy:6
meszesgödör	hy:6
meséskönyv	hy:5
meteorkő	hy:6
meteorkövek	hy:6
metszetvágó	hy:7
metszőfog	hy:6
metszőfogak	hy:6
metszőpont	hy:6
metszővonal	hy:6
metszővonalak	hy:6
metángáz	hy:5
metélőhagyma	hy:6
mezsgye	ph:mesdzse	ph:mezsdje
mezőgazdaság	hy:4
mezőváros	hy:4
mezőőr	hy:4
miegymás	hy:2
mikrobarázda	hy:5
mikrobiológia	hy:5
mikrobiológus	hy:5
mikrobusz	hy:5
mikrocönológia	hy:5
mikrocönológus	hy:5
mikroelektronika	hy:5
mikrofilm	hy:5
mikrohitel	hy:5
mikrohullám	hy:5
mikroklíma	hy:5
mikrokontroller	hy:5
mikrokozmosz	hy:5
mikrométer	hy:5
mikroorganizmus	hy:5
mikroprocesszor	hy:5
mikrorizikó	hy:5
mikroszekundum	hy:5
mikroszerkezet	hy:5
mikroszint	hy:5
mikrovilág	hy:5
mikrovállalkozás	hy:5
milligramm	hy:5
milliliter	hy:5
millimikron	hy:5
milliméter	hy:5
milliszekundum	hy:5
milliwatt	hy:5
mind ez ideig	ph:mindezideig
mind ez idáig	ph:mindezidáig
mindeneslány	hy:8
mindenszentek	hy:6
mindentudás	hy:6
miniszoknya	hy:4
miniszterelnök	hy:9
miniszterhelyettes	hy:9
minisztertanács	hy:9
mintadarab	hy:5
mintakép	hy:5
mintakészítés	hy:5
mintapéldány	hy:5
mintasablon	hy:5
minyon	ph:mignon
minél	ph:minnél
misekendő	hy:4
misekönyv	hy:4
miseruha	hy:4
misztériumdráma	hy:10
mobilkészülék	hy:5
mocsárgáz	hy:6
mocsárláz	hy:6
mocsárlázak	hy:6
mogyoróbokor	hy:7
mogyoróbokrok	hy:7
mogyoróhagyma	hy:7
moharózsa	hy:4
mokkacukor	hy:5
mokkacukrok	hy:5
mokkakanalak	hy:5
mokkakanál	hy:5
mokkakávé	hy:5
mokkáskanalak	hy:6
mokkáskanál	hy:6
molière-es	ph:molieres
molière-i	ph:molieri
moloch	ph:moloh
mondanivaló	hy:7
mondatelemzés	hy:6
mondatszerkesztés	hy:6
mondattan	hy:6
monet-i	ph:monéi
monsieur-	ph:mösziő
monsieur-s	ph:mösziős
monsieur-vel	ph:mösziővel
monsieur-vé	ph:mösziővé
monsieur	ph:mösziő
montaigne-i	ph:montenyi
montesquieu-i	ph:monteszkiői
montesquieu-s	ph:monteszkiős
montreux-i	ph:montrői
morse-i	ph:mórszi	ph:morzei
morzebillentyű	hy:5
mosdókesztyű	hy:5
mosdótál	hy:5
mosdótálak	hy:5
mosdóállvány	hy:5
moslékosdézsa	hy:8
mosogatógép	hy:8
mosogatórongy	hy:8
mosogatószer	hy:8
mosogatóvizek	hy:8
mosogatóvíz	hy:8
mosógép	hy:4
mosókonyha	hy:4
mosólap	hy:4
mosómedve	hy:4
mosónő	hy:4
mosópor	hy:4
mosóteknő	hy:4
motorburkolat	hy:5
motorcsónak	hy:5
motorkocsi	hy:5
motorkíséret	hy:5
motorvonat	hy:5
mousse-	ph:mussz
mousse-os	ph:musszos
mousse-szal	ph:musszal
mousse-szá	ph:musszá
mousse-t	ph:musszt
mousse	ph:mussz
mozdonyfordító	hy:7
mozdonyszín	hy:7
mozdonytöltő	hy:7
mozdonyvezető	hy:7
mozgáskorlátozott	hy:6
mozgásképesség	hy:6
mozgásmennyiség	hy:6
mozgásszegény	hy:moz-gás|sze-gény
mozgásterek	hy:6
mozgástér	hy:6
mozgásátvivő	hy:6
mozgódaru	hy:5
mozgójárda	hy:5
mozgókép	hy:5
mozgólépcső	hy:5
mozivásznak	hy:4
mozivászon	hy:4
mozsártörő	hy:6
mozsárágyú	hy:6
mulatóhely	hy:6
multimilliomos	hy:5
multimilliárdos	hy:5
multistacionaritás	hy:5
munkaalkalmak	hy:5
munkaalkalom	hy:5
munkaasztal	hy:5
munkabeszüntetés	hy:5
munkabér	hy:5
munkacsoport	hy:5
munkadal	hy:5
munkadarab	hy:5
munkaerő	hy:
munkagép	hy:5
munkaköpeny	hy:5
munkakör	hy:5
munkalassítás	hy:5
munkamegszüntetés	hy:5
munkamenet	hy:5
munkanadrág	hy:5
munkanap	hy:5
munkanorma	hy:5
munkanélküli	hy:5
munkanélküliség	hy:
munkarend	hy:5
munkaruha	hy:5
munkaszünet	hy:5
munkaterem	hy:5
munkatermek	hy:5
munkaterv	hy:5
munkaállvány	hy:5
munkaállás	hy:5
munkaóra	hy:5
munkásbakancs	hy:6
munkásfiatal	hy:6
munkászubbony	hy:mun-kás|zub-bony
munkásőr	hy:6
murvalevelek	hy:5
murvalevél	hy:5
musical	ph:mjuzikel	ph:muzikel
muskotálybor	hy:9
muskotályszőlő	hy:9
mustárgáz	hy:6
mustármag	hy:6
mustártapasz	hy:6
mutatóujj	hy:6
mutatóujjak	hy:6
máglyahalál	hy:6
májbetegség	hy:3
májfolt	hy:3
májgyulladás	hy:3
májusfa	hy:5
mákgubó	hy:3
mákszem	hy:3
málhanyereg	hy:5
málhanyergek	hy:5
málháslovak	hy:6
málhásló	hy:6
mályvarózsa	hy:6
márgabánya	hy:5
márványszobor	hy:7
márványszobrok	hy:7
másfelek	hy:3
másfél	hy:3
másnap	hy:3
másoddiploma	hy:5
másodfok	hy:5
másodperc	hy:5
másodállás	hy:5
másológép	hy:6
mássalhangzó	hy:6
másszor	hy:s-sz
másvilág	hy:3
mászóvas	hy:5
mászóvasak	hy:5
másállapot	hy:3
mécsvirág	hy:4
méhgyulladás	hy:3
méhkaparás	hy:3
méhkas	hy:3
méhkenyerek	hy:3
méhkenyér	hy:3
méhlepény	hy:3
méhraj	hy:3
méhsejt	hy:3
méhtenyésztés	hy:3
méhviasz	hy:3
méhvérzés	hy:3
méhűr	hy:3
mélabú	hy:4
mélyföld	hy:4
mélyhegedű	hy:4
mélyinterjú	hy:4
mélymagyarság	hy:4
mélypont	hy:4
mélyrepülő	hy:4
mélyréteg	hy:4
mélystruktúra	hy:4
mélysugárzó	hy:4
mélyszerkezet	hy:4
mélységmérés	hy:7
mélységmérő	hy:7
mélytisztító	hy:4
mélyutak	hy:4
mélyvasutak	hy:mély||vas|út
mélyvasút	hy:mély||vas|út
mélyállomás	hy:4
mélyút	hy:4
mélyütés	hy:4
ménkő	hy:3
ménkövek	hy:3
méntelep	hy:3
méreganyag	hy:5
méregfog	hy:5
méregfogak	hy:5
méreggyilkok	hy:méreg|gyilok
méreggyilok	hy:méreg|gyilok
méregmirigy	hy:5
méreteloszlás	hy:5
mérföld	hy:3
mérgeszöld	hy:mér-ges|zöld
mérlegcsésze	hy:6
mérleghinta	hy:6
mérlegkar	hy:6
mérlegnyelv	hy:6
mérmű	hy:3
mérművek	hy:3
mérműves	hy:3
mértan	hy:3
mértékalap	hy:6
mértékegység	hy:6
mérőeszköz	hy:4
mérőléc	hy:4
mérőrudak	hy:4
mérőrúd	hy:4
mérőszalag	hy:4
mérőón	hy:4
mérőóra	hy:4
mészhomok	hy:4
mészkő	hy:4
mészkövek	hy:4
mészpor	hy:4
mészpát	hy:4
mésztufa	hy:4
mészégető	hy:4
mételyfű	hy:6
mételyfüvek	hy:6
méteráru	hy:5
mézbor	hy:3
mézeshetek	hy:5
mézeshét	hy:5
mézeskalács	hy:5
mézfű	hy:3
mézfüvek	hy:3
mézharmat	hy:3
mézsör	hy:méz|sör
méztartó	hy:3
módosítójavaslat	hy:8
módszer	hy:3
mólhő	hy:3
múltidézés	hy:4
múltkutatás	hy:4
műalkotás	hy:2
műanyag	hy:2
műbalhé	hy:2
műbelek	hy:2
műbolygó	hy:2
műbor	hy:2
műbél	hy:2
műbőr	hy:2
műcím	hy:2
műdal	hy:2
műegyetem	hy:2
műelemzés	hy:2
műemlék	hy:2
műfa	hy:2
műfaj	hy:2
műfal	hy:2
műfalak	hy:2
műfog	hy:2
műfogak	hy:2
műfogás	hy:2
műfű	hy:2
műfüvek	hy:2
műgond	hy:2
műgyanta	hy:2
műgyűjtő	hy:2
műhavak	hy:2
műhely	hy:2
műhiba	hy:2
műhold	hy:2
műholdak	hy:2
műhó	hy:2
műjegek	hy:2
műjég	hy:2
műkedvelő	hy:2
műkereskedelem	hy:2
műkereskedelmek	hy:2
műkezek	hy:2
műkincs	hy:2
műkiállítás	hy:2
műkorcsolyázás	hy:2
műkéz	hy:2
műkő	hy:2
működ	hy:2
műkörmök	hy:2
műköröm	hy:2
műkövek	hy:2
műlegyek	hy:2
műlovaglás	hy:2
műláb	hy:2
műlábak	hy:2
műlégy	hy:2
műmárvány	hy:2
műnem	hy:2
műnő	hy:2
műrepülés	hy:2
műrepülő	hy:2
műrom	hy:2
műselyem	hy:2
műselymek	hy:2
műsor	hy:2
műszak	hy:2
műszavak	hy:2
műszer	hy:2
műszerezettség	hy:2
műszál	hy:2
műszálak	hy:2
műszó	hy:2
műszőrme	hy:2
műsör	hy:2
műterem	hy:2
műtermek	hy:2
műtermék	hy:2
műtrágya	hy:2
műtárgy	hy:2
műtárgyak	hy:2
műtét	hy:2
műtőasztal	hy:4
műutak	hy:2
művaj	hy:2
művajak	hy:2
művezető	hy:2
művér	hy:2
művésznő	hy:6
műélvezet	hy:2
műértés	hy:2
műértő	hy:2
műítész	hy:2
műút	hy:2
müzlistálka	hy:6
nachos	ph:nacsosz
nadrágcsíptető	hy:6
nadrágszár	hy:6
nadrágszárak	hy:6
nadrágtartó	hy:6
nadrágzseb	hy:6
nadálytő	hy:6
nagyagy	hy:4
nagyagyak	hy:4
nagyajak	hy:4
nagyajkak	hy:4
nagyanya	hy:4
nagyapa	hy:4
nagyasszony	hy:4
nagybefektető	hy:4
nagybetű	hy:4
nagybirtokosság	hy:4
nagybolygó	hy:4
nagybácsi	hy:4
nagybácsika	hy:4
nagybátya	hy:4
nagybérlő	hy:4
nagyböjt	hy:4
nagycsalád	hy:4
nagycsoport	hy:4
nagydob	hy:4
nagydoktor	hy:4
nagydolgok	hy:4
nagydolog	hy:4
nagydíj	hy:4
nagydíjak	hy:4
nagyember	hy:4
nagyemlős	hy:4
nagyepika	hy:4
nagyfejedelem	hy:4
nagyfejedelemség	hy:4
nagyfejedelmek	hy:4
nagyfelhasználó	hy:4
nagyfiú	hy:4
nagyfogyasztó	hy:4
nagyforma	hy:4
nagyhal	hy:4
nagyhalak	hy:4
nagyhatalmak	hy:4
nagyhatalom	hy:4
nagyhetek	hy:4
nagyhét	hy:4
nagyjelenet	hy:4
nagykanalak	hy:4
nagykanál	hy:4
nagykapu	hy:4
nagykedd	hy:4
nagykendő	hy:4
nagykereskedelem	hy:4
nagykereskedelmek	hy:4
nagykoalíció	hy:4
nagykupola	hy:4
nagykutacs	hy:4
nagykönyv	hy:4
nagykörutak	hy:nagy||kör|út
nagykörút	hy:nagy||kör|út
nagykövet	hy:4
nagykövetség	hy:4
nagyközség	hy:nagy|köz-ség
nagylegény	hy:4
nagylemez	hy:4
nagylány	hy:4
nagymacska	hy:4
nagymecset	hy:4
nagymedence	hy:4
nagymester	hy:4
nagymogul	hy:4
nagymonográfia	hy:4
nagymosás	hy:4
nagymotor	hy:4
nagymutató	hy:4
nagynéne	hy:4
nagynéni	hy:4
nagynénike	hy:4
nagyopera	hy:4
nagypolgárság	hy:4
nagypáholy	hy:4
nagypálya	hy:4
nagypéntek	hy:4
nagyrabecsülés	hy:6
nagyrassz	hy:4
nagyravágyás	hy:6
nagyregény	hy:4
nagyrégió	hy:4
nagyszerda	hy:4
nagyszoba	hy:4
nagyszüle	hy:4
nagyszülő	hy:4
nagyterem	hy:4
nagytermek	hy:4
nagyterpesz	hy:4
nagytotál	hy:4
nagyujj	hy:4
nagyujjak	hy:4
nagyurak	hy:4
nagyvad	hy:4
nagyvadak	hy:4
nagyvasutak	hy:nagy||vas|út
nagyvasút	hy:nagy||vas|út
nagyvezír	hy:4
nagyvilág	hy:4
nagyvitorla	hy:4
nagyvizit	hy:4
nagyvállalat	hy:4
nagyváros	hy:4
nagyágy	hy:4
nagyágyak	hy:4
nagyítógép	hy:7
nagyítóüveg	hy:7
nagyőrlő	hy:4
nagyúr	hy:4
nagyüzem	hy:4
nanoanyag	hy:4
nanocső	hy:4
nanocsövek	hy:4
nanoelektronika	hy:4
nanofizika	hy:4
nanogramm	hy:4
nanogép	hy:4
nanohuzal	hy:4
nanokémia	hy:4
nanométer	hy:4
nanorobot	hy:4
nanorészecske	hy:4
nanoszekundum	hy:4
nanoszenzor	hy:4
nanoszerkezet	hy:4
nanotechnika	hy:4
nanotechnológia	hy:4
nanotechnológus	hy:4
nap-éj egyenlőség	ph:napéjegyenlőség
napellenző	hy:3
napernyő	hy:3
napfogyatkozás	hy:3
napfolt	hy:3
napforduló	hy:3
napfény	hy:3
napfényképező	hy:3
napfürdő	hy:3
napidíj	hy:4
napidíjak	hy:4
napilap	hy:4
napimádás	hy:3
napirend	hy:4
napkelte	hy:3
napkorona	hy:3
napkorong	hy:3
napközel	hy:3
napközelség	hy:3
napközi	hy:3
napnyugta	hy:3
naposszolgálat	hy:na-pos|szol-gá-lat
nappálya	hy:3
napraforgó	hy:5
napsugarak	hy:3
napsugár	hy:3
napszám	hy:3
napszámos	hy:3
napszúrás	hy:3
napsütés	hy:3
naptavak	hy:3
naptár	hy:3
naptárak	hy:3
naptó	hy:3
naptükör	hy:3
napvilág	hy:3
napégés	hy:3
napév	hy:3
napóra	hy:3
narancslekvár	hy:7
narancslevek	hy:7
narancslé	hy:7
natúrpark	hy:5
ne adj’ isten	ph:neadjisten
nedvességmérő	hy:9
negyeddöntő	hy:6
negyedfelek	hy:6
negyedfél	hy:6
negyedhang	hy:6
negyedrész	hy:6
negyedév	hy:6
negyedóra	hy:6
negyvennyolc		hy:n|ny
negyvennyolcbilliárd		hy:n|ny
negyvennyolcbillió		hy:n|ny
negyvennyolcbillióan		hy:n|ny
negyvennyolcezer		hy:n|ny
negyvennyolcezred		hy:n|ny
negyvennyolcezredik		hy:n|ny
negyvennyolcezrek		hy:n|ny
negyvennyolcezren		hy:n|ny
negyvennyolcezres		hy:n|ny
negyvennyolcfelé	hy:n|ny
negyvennyolcmilliárd		hy:n|ny
negyvennyolcmilliárdan		hy:n|ny
negyvennyolcmillió		hy:n|ny
negyvennyolcmillióan		hy:n|ny
negyvennyolctrilliárd		hy:n|ny
negyvennyolctrillió		hy:n|ny
negyvennyolctrillióan		hy:n|ny
nehézatléta	hy:5
nehézatlétika	hy:5
nehézbúvár	hy:5
nehézeke	hy:5
nehézfegyverzet	hy:5
nehézfiú	hy:5
nehézgép	hy:5
nehézlovas	hy:5
nehézolaj	hy:5
nehézolajak	hy:5
nehézszagú	hy:nehéz|szagú
nehézség	hy:ne-héz-ség
nehézsúly	hy:ne-héz|súly
nehézvizek	hy:5
nehézvíz	hy:5
nehézásvány	hy:5
nekibátorodás	hy:4
nekiülés	hy:4
nekiütődés	hy:4
nemesacél	hy:5
nemesfém	hy:5
nemesgáz	hy:5
nemeslevelek	hy:5
nemeslevél	hy:5
nemesszívűség	hy:ne-mes|szí-vű-ség
nemfizetés	hy:3
nemfém	hy:3
nemlinearitás	hy:3
nemlét	hy:3
nemlétezés	hy:3
nemszteroid	hy:3
nemteljesség	hy:3
nemteljesítés	hy:3
nemtetszés	hy:3
nemzetközösség	hy:6
nemzetőr	hy:6
netbook	ph:netbuk	ph:netbúk
netware-es	ph:netveres
neurobiológia	hy:5
neurobiológus	hy:5
neurodinamika	hy:5
neurolingvisztika	hy:5
neuropeptid	hy:5
